TimeStamp,Station.Number,Distance.from.36,Depth,Nitrate,Phosphate
2009-09,2,127.71,6,,
2009-09,3,125.32,7.5,17.92,1.83
2009-09,4,119.9,9.5,,
2009-09,5,115.63,7,,
2009-09,6,110.9,6,21.46,2.24
2009-09,7,104.98,8,,
2009-09,8,99.77,8.5,,
2009-09,9,96.79,17.5,23.65,2.72
2009-09,10,93.6,9.5,,
2009-09,11,89.77,8.5,,
2009-09,12,84.45,5.5,,
2009-09,13,78.54,5.5,22.47,2.91
2009-09,14,74.43,8.5,,
2009-09,15,69.99,12,21.91,2.9
2009-09,16,63.08,7,,
2009-09,17,58.89,7,,
2009-09,18,54.95,20,18.67,2.37
2009-09,20,51.45,13.5,,
2009-09,21,46.63,9.5,18.625,3.015
2009-09,22,43.92,10,,
2009-09,23,39.66,8.258064516,,
2009-09,24,37.09,5.761904762,26.225,4.585
2009-09,25,32.84,4.764705882,,
2009-09,26,28.76,5.761904762,,
2009-09,27,26.19,6.260869565,30.16,7.59
2009-09,28,23.57,7.259259259,,
2009-09,29,20.25,7.75862069,,
2009-09,29.5,17.56,7.75862069,,
2009-09,30,14.75,6.76,25.255,8.745
2009-09,31,10.61,6.260869565,,
2009-09,32,8.15,6.045454545,22.36,9.28
2009-09,33,6.81,6.5,,
2009-09,34,3.53,3.272727273,,
2009-09,35,1.66,4,,
2009-09,36,0,3,33.82,11.85
2009-09,649,132.94,6.5,19.72,1.99
2009-09,657,147.25,5,22.42,2.1
2009-10,2,127.71,5,,
2009-10,3,125.32,6.5,30.1,2.14
2009-10,4,119.9,8.5,,
2009-10,5,115.63,6,,
2009-10,6,110.9,6,28.74,2.32
2009-10,7,104.98,7.5,,
2009-10,8,99.77,8,,
2009-10,9,96.79,14,27.07,2.49
2009-10,10,93.6,10,,
2009-10,11,89.77,8.5,,
2009-10,12,84.45,5.5,,
2009-10,13,78.54,6,19.32,2.59
2009-10,14,74.43,8.5,,
2009-10,15,69.99,13,17.57,2.44
2009-10,16,63.08,8.5,,
2009-10,17,58.89,7.5,,
2009-10,18,54.95,21,11.79,1.79
2009-10,20,51.45,13.5,,
2009-10,21,46.63,9.5,9.98,1.75
2009-10,22,43.92,9.5,,
2009-10,23,39.66,8,,
2009-10,24,37.09,5.5,33.64,6.47
2009-10,25,32.84,4,,
2009-10,26,28.76,5.5,,
2009-10,27,26.19,6,35.75,7.37
2009-10,28,23.57,7,,
2009-10,29,20.25,7.5,,
2009-10,29.5,17.56,7,,
2009-10,30,14.75,6.5,35.35,7.21
2009-10,31,10.61,6,,
2009-10,32,8.15,5.5,44.31,8.98
2009-10,33,6.81,6,,
2009-10,34,3.53,3,67.74,12.4
2009-10,649,132.94,6,33.3,2.21
2009-10,657,147.25,5.5,30.25,2.37
2009-11,2,127.71,5.5,,
2009-11,3,125.32,6.5,35.53,2.2
2009-11,4,119.9,9,,
2009-11,5,115.63,6,,
2009-11,6,110.9,6,33.55,2.38
2009-11,7,104.98,7.5,,
2009-11,8,99.77,8,,
2009-11,9,96.79,14,30.14,2.41
2009-11,10,93.6,10,,
2009-11,11,89.77,8.5,,
2009-11,12,84.45,5.5,,
2009-11,13,78.54,5.5,24.82,2.68
2009-11,14,74.43,8,,
2009-11,15,69.99,12.5,21.66,2.48
2009-11,16,63.08,8,,
2009-11,17,58.89,7.5,,
2009-11,18,54.95,20.5,17.87,2
2009-11,20,51.45,14.5,,
2009-11,21,46.63,10,19.85,2.52
2009-11,22,43.92,9.5,,
2009-11,23,39.66,9,,
2009-11,24,37.09,6,21.61,2.72
2009-11,25,32.84,5,,
2009-11,26,28.76,6,,
2009-11,27,26.19,7,44.79,7.79
2009-11,28,23.57,7.5,,
2009-11,29,20.25,8,,
2009-11,29.5,17.56,8,,
2009-11,30,14.75,6.5,40.07,6.83
2009-11,31,10.61,6.5,,
2009-11,32,8.15,6,53.07,8.76
2009-11,33,6.81,6,,
2009-11,34,3.53,4,67.18,9.78
2009-11,649,132.94,6,36.6,2.06
2009-11,657,147.25,5.5,30.92,2
2009-12,2,127.71,5.5,,
2009-12,3,125.32,6.5,35.49,2.09
2009-12,4,119.9,9,,
2009-12,5,115.63,6,,
2009-12,6,110.9,6.5,34.23,2.27
2009-12,7,104.98,7.5,,
2009-12,8,99.77,9,,
2009-12,9,96.79,14,30.75,2.26
2009-12,10,93.6,10.5,,
2009-12,11,89.77,11.5,,
2009-12,12,84.45,6,,
2009-12,13,78.54,6,24.11,2.47
2009-12,14,74.43,8.5,,
2009-12,15,69.99,12.5,26.21,2.6
2009-12,16,63.08,8,,
2009-12,17,58.89,8,,
2009-12,18,54.95,20.5,19.81,2
2009-12,20,51.45,15,,
2009-12,21,46.63,10,22.44,2.48
2009-12,22,43.92,10.5,,
2009-12,23,39.66,9,,
2009-12,24,37.09,6,24.59,2.85
2009-12,25,32.84,5,,
2009-12,26,28.76,6,,
2009-12,27,26.19,7,43.95,6.9
2009-12,28,23.57,7.5,,
2009-12,29,20.25,8,,
2009-12,29.5,17.56,8,,
2009-12,30,14.75,6.5,47.2,7.36
2009-12,31,10.61,6.5,,
2009-12,32,8.15,6,53.51,7.93
2009-12,33,6.81,6,,
2009-12,34,3.53,4,65.05,8.51
2009-12,649,132.94,6,34.93,1.95
2009-12,657,147.25,5.5,29.35,1.96
2010-01,2,127.71,6,,
2010-01,3,125.32,7,39.06,2.33
2010-01,4,119.9,9.5,,
2010-01,5,115.63,6,,
2010-01,6,110.9,6.5,,
2010-01,7,104.98,8,,
2010-01,8,99.77,9,,
2010-01,9,96.79,14,36.79,2.28
2010-01,10,93.6,9,,
2010-01,11,89.77,8,,
2010-01,12,84.45,5.5,,
2010-01,13,78.54,5.5,29.53,2.2
2010-01,14,74.43,8,,
2010-01,15,69.99,12,28.64,2.14
2010-01,16,63.08,6.5,,
2010-01,17,58.89,7,,
2010-01,18,54.95,22.32183908,24.485,2.5
2010-01,20,51.45,14,,
2010-01,21,46.63,9.257142857,34.325,4.27
2010-01,22,43.92,9.756756757,,
2010-01,23,39.66,8.258064516,,
2010-01,24,37.09,5.761904762,39.77,5.045
2010-01,25,32.84,4.5,,
2010-01,26,28.76,5.761904762,,
2010-01,27,26.19,6.541666667,47.465,6.21
2010-01,28,23.57,7.75862069,,
2010-01,29,20.25,8.258064516,,
2010-01,29.5,17.56,8.033333333,,
2010-01,30,14.75,7.038461538,54.9,7.45
2010-01,31,10.61,6.76,,
2010-01,32,8.15,6.260869565,53.87,6.595
2010-01,33,6.81,6.84,,
2010-01,34,3.53,4,,
2010-01,35,1.66,4.4,,
2010-01,36,0,3.769230769,64.76,7.535
2010-01,649,132.94,6.5,35.68,2.48
2010-01,657,147.25,5.5,28.72,2.56
2010-02,5,115.63,6,,
2010-02,6,110.9,6,38.14,2.91
2010-02,7,104.98,7.5,,
2010-02,8,99.77,8,,
2010-02,9,96.79,13.5,31.85,2.31
2010-02,10,93.6,9,,
2010-02,11,89.77,9.5,,
2010-02,12,84.45,4.5,,
2010-02,13,78.54,5,25.59,1.97
2010-02,14,74.43,7.5,,
2010-02,15,69.99,11.5,28.03,2.32
2010-02,16,63.08,6.5,,
2010-02,17,58.89,7,,
2010-02,18,54.95,19.83116883,23.99,2.345
2010-02,20,51.45,13.5,,
2010-02,21,46.63,9.756756757,28.065,2.89
2010-02,22,43.92,10,,
2010-02,23,39.66,8.5,,
2010-02,24,37.09,6,34.525,3.84
2010-02,25,32.84,4.5,,
2010-02,26,28.76,6,,
2010-02,27,26.19,6.5,35.555,3.705
2010-02,28,23.57,8,,
2010-02,29,20.25,8.5,,
2010-02,29.5,17.56,8,,
2010-02,30,14.75,7.259259259,39.54,4.53
2010-02,31,10.61,7,,
2010-02,32,8.15,6.5,55.555,6.355
2010-02,33,6.81,6.76,,
2010-02,34,3.53,4,,
2010-02,35,1.66,4.5625,,
2010-02,36,0,4,68.14,6.685
2010-02,649,132.94,5.5,22.28,2.02
2010-02,657,147.25,5.5,23.42,2.66
2010-03,2,127.71,5,,
2010-03,3,125.32,7,36.15,2.23
2010-03,4,119.9,9,,
2010-03,5,115.63,6.5,,
2010-03,6,110.9,6.5,37.6,2.42
2010-03,7,104.98,8.5,,
2010-03,8,99.77,8.5,,
2010-03,9,96.79,14.5,30.61,2.38
2010-03,10,93.6,10,,
2010-03,11,89.77,8.5,,
2010-03,12,84.45,5.5,,
2010-03,13,78.54,5.5,21.5,2.04
2010-03,14,74.43,7,,
2010-03,15,69.99,12.5,22.13,2.39
2010-03,16,63.08,6,,
2010-03,17,58.89,7,,
2010-03,18,54.95,20.45762712,18.57333333,1.81
2010-03,20,51.45,13.36363636,,
2010-03,21,46.63,9.339622642,22.01666667,2.42
2010-03,22,43.92,10,,
2010-03,23,39.66,8.022222222,,
2010-03,24,37.09,5.677419355,23.78333333,2.606666667
2010-03,25,32.84,4.846153846,,
2010-03,26,28.76,5.344827586,,
2010-03,27,26.19,6.342857143,28.28333333,3.696666667
2010-03,28,23.57,7.2,,
2010-03,29,20.25,7.697674419,,
2010-03,29.5,17.56,7.523809524,,
2010-03,30,14.75,6.583333333,33.11333333,5.053333333
2010-03,31,10.61,6.702702703,,
2010-03,32,8.15,6.090909091,30.16666667,5.223333333
2010-03,33,6.81,6.4,,
2010-03,34,3.53,3.5,37.37,6.91
2010-03,35,1.66,4.266666667,,
2010-03,36,0,3.5,37.785,5.395
2010-03,649,132.94,6,33.75,2.17
2010-03,657,147.25,5,25.97,2.28
2010-04,2,127.71,5.5,,
2010-04,3,125.32,6,29.24,1.79
2010-04,4,119.9,9,,
2010-04,5,115.63,6.5,,
2010-04,6,110.9,6.5,32.42,2.04
2010-04,7,104.98,8,,
2010-04,8,99.77,8.5,,
2010-04,9,96.79,17.5,31.09,2.34
2010-04,10,93.6,10,,
2010-04,11,89.77,8.5,,
2010-04,12,84.45,5,,
2010-04,13,78.54,5,23.01,2.07
2010-04,14,74.43,8.5,,
2010-04,15,69.99,12.5,22.3,2.38
2010-04,16,63.08,7.5,,
2010-04,17,58.89,7.5,,
2010-04,18,54.95,20.41176471,14.43666667,1.726666667
2010-04,20,51.45,13.19736842,,
2010-04,21,46.63,9.672727273,17,2.446666667
2010-04,22,43.92,9.857142857,,
2010-04,23,39.66,8.173913043,,
2010-04,24,37.09,5.344827586,20.16,2.953333333
2010-04,25,32.84,4.347826087,,
2010-04,26,28.76,5.5,,
2010-04,27,26.19,6.176470588,20.09,3.276666667
2010-04,28,23.57,7.674418605,,
2010-04,29,20.25,7.840909091,,
2010-04,29.5,17.56,7.674418605,,
2010-04,30,14.75,6.4,22.51,4.19
2010-04,31,10.61,6.205882353,,
2010-04,32,8.15,5.6,28.91,5.04
2010-04,33,6.81,6.371428571,,
2010-04,34,3.53,3.352941176,51.64,7.19
2010-04,35,1.66,4.266666667,,
2010-04,36,0,3.5,35.31,6.095
2010-04,649,132.94,6,24.31,2
2010-04,657,147.25,5.5,20.32,2.07
2010-05,2,127.71,5.5,,
2010-05,3,125.32,7.5,18.07,1.4
2010-05,4,119.9,9,,
2010-05,5,115.63,6,,
2010-05,6,110.9,6,25.97,2.29
2010-05,7,104.98,7.5,,
2010-05,8,99.77,8,,
2010-05,9,96.79,15,29.6,2.98
2010-05,10,93.6,9,,
2010-05,11,89.77,7.5,,
2010-05,12,84.45,4.5,,
2010-05,13,78.54,4.5,29.81,3.08
2010-05,14,74.43,6,,
2010-05,15,69.99,11.5,24.95,2.69
2010-05,16,63.08,7,,
2010-05,17,58.89,6.5,,
2010-05,18,54.95,19.51315789,23.64,2.345
2010-05,20,51.45,13.02,,
2010-05,21,46.63,9.257142857,22.185,2.85
2010-05,22,43.92,9.257142857,,
2010-05,23,39.66,7.75862069,,
2010-05,24,37.09,5.263157895,19.965,2.705
2010-05,25,32.84,4.266666667,,
2010-05,26,28.76,5.263157895,,
2010-05,27,26.19,6,22.355,4.375
2010-05,28,23.57,7.259259259,,
2010-05,29,20.25,7.5,,
2010-05,29.5,17.56,7.75862069,,
2010-05,30,14.75,6.260869565,23.68,4.345
2010-05,31,10.61,6.260869565,,
2010-05,32,8.15,5.761904762,29.2,5.28
2010-05,33,6.81,6.260869565,,
2010-05,34,3.53,3.583333333,,
2010-05,35,1.66,4,,
2010-05,36,0,3.5,46.67,7.23
2010-05,649,132.94,6,17.37,1.25
2010-05,657,147.25,5.5,16.45,1.63
2010-06,2,127.71,5.5,,
2010-06,3,125.32,6.5,15.74,1.86
2010-06,4,119.9,8,,
2010-06,5,115.63,6,,
2010-06,6,110.9,6,18.89,2.05
2010-06,7,104.98,8,,
2010-06,8,99.77,8,,
2010-06,9,96.79,16,23.45,2.57
2010-06,10,93.6,9.5,,
2010-06,11,89.77,11,,
2010-06,12,84.45,4.5,,
2010-06,13,78.54,4.5,23.45,2.71
2010-06,14,74.43,7.5,,
2010-06,15,69.99,12,22.96,2.84
2010-06,16,63.08,6,,
2010-06,17,58.89,6.5,,
2010-06,18,54.95,22.51136364,21.58,2.485
2010-06,20,51.45,13.25490196,,
2010-06,21,46.63,9.257142857,22.255,3.035
2010-06,22,43.92,9.527777778,,
2010-06,23,39.66,7.535714286,,
2010-06,24,37.09,5.368421053,21.795,3.075
2010-06,25,32.84,4.071428571,,
2010-06,26,28.76,5.368421053,,
2010-06,27,26.19,5.761904762,22.53,4.155
2010-06,28,23.57,7.259259259,,
2010-06,29,20.25,7.259259259,,
2010-06,29.5,17.56,7.038461538,,
2010-06,30,14.75,6.260869565,27.33,5.63
2010-06,31,10.61,6.260869565,,
2010-06,32,8.15,5.761904762,29.655,6.305
2010-06,33,6.81,6.045454545,,
2010-06,34,3.53,3.272727273,39.44,7.72
2010-06,35,1.66,3,,
2010-06,36,0,3,54.71,8.81
2010-06,649,132.94,6,12.62,1.48
2010-06,657,147.25,4.5,12.35,1.59
2010-07,2,127.71,5.5,,
2010-07,3,125.32,6,20.17,2
2010-07,4,119.9,10,,
2010-07,5,115.63,6.5,,
2010-07,6,110.9,6.5,24.6,2.49
2010-07,7,104.98,8,,
2010-07,8,99.77,8.5,,
2010-07,9,96.79,16,29.86,3.16
2010-07,10,93.6,9.5,,
2010-07,11,89.77,11.5,,
2010-07,12,84.45,5,,
2010-07,13,78.54,5.5,25.1,2.92
2010-07,14,74.43,7,,
2010-07,15,69.99,12,25.48,3.13
2010-07,16,63.08,7.5,,
2010-07,17,58.89,7,,
2010-07,18,54.95,26.03921569,20.205,2.46
2010-07,20,51.45,13.51923077,,
2010-07,21,46.63,9.257142857,24.62,3.25
2010-07,22,43.92,9.756756757,,
2010-07,23,39.66,7.75862069,,
2010-07,24,37.09,5.263157895,25.78,4.005
2010-07,25,32.84,4.5625,,
2010-07,26,28.76,5.263157895,,
2010-07,27,26.19,6.045454545,25.67,5.44
2010-07,28,23.57,7.038461538,,
2010-07,29,20.25,7.535714286,,
2010-07,29.5,17.56,7.535714286,,
2010-07,30,14.75,6.541666667,21.655,6.285
2010-07,31,10.61,6.260869565,,
2010-07,32,8.15,5.761904762,27.465,7.315
2010-07,33,6.81,6.045454545,,
2010-07,34,3.53,3.5,43.98,10.16
2010-07,35,1.66,4,,
2010-07,36,0,3.5,46.2,9.57
2010-07,649,132.94,6,17.51,1.72
2010-07,657,147.25,5,13.07,1.56
2010-08,2,127.71,5.5,,
2010-08,3,125.32,7,19.62,1.85
2010-08,4,119.9,9.5,,
2010-08,5,115.63,6,,
2010-08,6,110.9,6.5,25.79,2.4
2010-08,7,104.98,8,,
2010-08,8,99.77,8.5,,
2010-08,9,96.79,17,28.94,3.29
2010-08,10,93.6,9.5,,
2010-08,11,89.77,11.5,,
2010-08,12,84.45,5,,
2010-08,13,78.54,5.5,24.05,3.18
2010-08,14,74.43,7.5,,
2010-08,15,69.99,12,25.56,3.21
2010-08,16,63.08,7.5,,
2010-08,17,58.89,6.5,,
2010-08,18,54.95,22,16.365,1.995
2010-08,20,51.45,13.51923077,,
2010-08,21,46.63,9.257142857,19.91,2.875
2010-08,22,43.92,10.25641026,,
2010-08,23,39.66,8.5,,
2010-08,24,37.09,5.5,24.375,3.815
2010-08,25,32.84,4.764705882,,
2010-08,26,28.76,5.5,,
2010-08,27,26.19,6.5,21.015,6.77
2010-08,28,23.57,7.5,,
2010-08,29,20.25,8,,
2010-08,29.5,17.56,7.535714286,,
2010-08,30,14.75,6.76,16.685,6.98
2010-08,31,10.61,6.260869565,,
2010-08,32,8.15,6,15.26,7.155
2010-08,33,6.81,6.045454545,,
2010-08,34,3.53,3.5,,
2010-08,35,1.66,3.769230769,,
2010-08,36,0,3.272727273,37.92,10.675
2010-08,649,132.94,6,15.5,1.62
2010-08,657,147.25,5,10.01,1.54
2010-09,2,127.71,5.5,,
2010-09,3,125.32,7,17.21,1.71
2010-09,4,119.9,9.5,,
2010-09,5,115.63,6.5,,
2010-09,6,110.9,6.5,20.75,2.43
2010-09,7,104.98,8.5,,
2010-09,8,99.77,8.5,,
2010-09,9,96.79,18.5,23.57,3.01
2010-09,10,93.6,10,,
2010-09,11,89.77,11,,
2010-09,12,84.45,5,,
2010-09,13,78.54,5.5,22.66,3.11
2010-09,14,74.43,8,,
2010-09,15,69.99,12.5,20.98,2.91
2010-09,16,63.08,7,,
2010-09,17,58.89,7,,
2010-09,18,54.95,22,18.4775,2.3025
2010-09,20,51.45,13.02,,
2010-09,21,46.63,9,20.8925,2.8675
2010-09,22,43.92,10,,
2010-09,23,39.66,8.258064516,,
2010-09,24,37.09,5.5,26.265,4.26
2010-09,25,32.84,4.764705882,,
2010-09,26,28.76,5.5,,
2010-09,27,26.19,6.260869565,24.38,6.23
2010-09,28,23.57,7.259259259,,
2010-09,29,20.25,7.75862069,,
2010-09,29.5,17.56,7.535714286,,
2010-09,30,14.75,6.541666667,16.645,7.315
2010-09,31,10.61,6.541666667,,
2010-09,32,8.15,6.260869565,14.435,7.68
2010-09,33,6.81,6.260869565,,
2010-09,34,3.53,3.5,,
2010-09,35,1.66,3.769230769,,
2010-09,36,0,3.5,32.55,10.425
2010-09,649,132.94,6,16.61,1.61
2010-09,657,147.25,5.5,10.95,1.54
2010-10,2,127.71,6,,
2010-10,3,125.32,7.5,23.93,2.26
2010-10,4,119.9,9.5,,
2010-10,5,115.63,7,,
2010-10,6,110.9,7,25.49,2.88
2010-10,7,104.98,8.5,,
2010-10,8,99.77,8.5,,
2010-10,9,96.79,14.5,25.52,3.1
2010-10,10,93.6,10,,
2010-10,11,89.77,12,,
2010-10,12,84.45,5.5,,
2010-10,13,78.54,6,24.56,2.93
2010-10,14,74.43,8,,
2010-10,15,69.99,12.5,24.01,2.79
2010-10,16,63.08,8,,
2010-10,17,58.89,7.5,,
2010-10,18,54.95,21.55555556,20.926,2.444
2010-10,20,51.45,14.2195122,,
2010-10,21,46.63,9.518518519,22.116,2.894
2010-10,22,43.92,10,,
2010-10,23,39.66,7.840909091,,
2010-10,24,37.09,5.5,29.28,4.626666667
2010-10,25,32.84,4.68,,
2010-10,26,28.76,5.5,,
2010-10,27,26.19,6.03030303,29.42,6.193333333
2010-10,28,23.57,7.341463415,,
2010-10,29,20.25,7.697674419,,
2010-10,29.5,17.56,7.75862069,,
2010-10,30,14.75,6.176470588,27.82666667,7.873333333
2010-10,31,10.61,6.5,,
2010-10,32,8.15,6.03030303,27.67,8.18
2010-10,33,6.81,6.176470588,,
2010-10,34,3.53,3.684210526,,
2010-10,35,1.66,3.684210526,,
2010-10,36,0,3,49.48,11.53333333
2010-10,649,132.94,6.5,25.09,1.97
2010-10,657,147.25,6,25.85,1.81
2010-11,18,54.95,21.5,17.47,2.445
2010-11,20,51.45,13,,
2010-11,21,46.63,9.5,19.6,2.965
2010-11,22,43.92,10,,
2010-11,23,39.66,8,,
2010-11,24,37.09,5.5,23.99,3.3
2010-11,25,32.84,4.5,,
2010-11,26,28.76,5.5,,
2010-11,27,26.19,6.5,34.89,6.36
2010-11,28,23.57,7.5,,
2010-11,29,20.25,8,,
2010-11,29.5,17.56,7.5,,
2010-11,30,14.75,6.5,36.05,7.24
2010-11,31,10.61,6.5,,
2010-11,32,8.15,5.5,42.02,8
2010-11,33,6.81,7,,
2010-11,34,3.53,4,,
2010-11,35,1.66,4,,
2010-11,36,0,3.5,62.57,9.97
2010-12,2,127.71,5.5,,
2010-12,3,125.32,6.5,22.46,1.62
2010-12,4,119.9,9.5,,
2010-12,5,115.63,6.5,26.31,1.83
2010-12,7,104.98,8.5,,
2010-12,8,99.77,9,,
2010-12,9,96.79,14,30.28,2.37
2010-12,10,93.6,10,,
2010-12,11,89.77,12,,
2010-12,12,84.45,5,,
2010-12,13,78.54,6,27.94,2.49
2010-12,14,74.43,6.5,,
2010-12,15,69.99,13,27.97,2.56
2010-12,16,63.08,6.5,,
2010-12,17,58.89,7.5,,
2010-12,18,54.95,23,25.195,2.71
2010-12,20,51.45,13.5,,
2010-12,21,46.63,9.5,28.15,3.635
2010-12,22,43.92,10,,
2010-12,23,39.66,8,,
2010-12,24,37.09,5.5,21.86,3.49
2010-12,25,32.84,4.5,,
2010-12,26,28.76,5.5,,
2010-12,27,26.19,6,38.04,6.36
2010-12,28,23.57,7,,
2010-12,29,20.25,7.5,,
2010-12,29.5,17.56,7,,
2010-12,30,14.75,6,56.78,7.61
2010-12,31,10.61,6,,
2010-12,32,8.15,5.5,77.95,8.81
2010-12,33,6.81,5.5,,
2010-12,34,3.53,2.5,91.19,9.32
2010-12,649,132.94,6,20.2,1.68
2010-12,657,147.25,5.5,17.22,1.58
2011-01,2,127.71,6,,
2011-01,3,125.32,7,31.21,1.94
2011-01,4,119.9,9,,
2011-01,5,115.63,6.5,,
2011-01,6,110.9,6.5,27.74,1.89
2011-01,7,104.98,8,,
2011-01,8,99.77,9,,
2011-01,9,96.79,16.5,,
2011-01,10,93.6,9.5,,
2011-01,11,89.77,10,,
2011-01,12,84.45,5,,
2011-01,13,78.54,5.5,23.94,2.07
2011-01,14,74.43,8,,
2011-01,15,69.99,12,25.89,2.07
2011-01,16,63.08,7.5,,
2011-01,17,58.89,6,,
2011-01,18,54.95,22,17.875,1.945
2011-01,20,51.45,14.5,,
2011-01,21,46.63,9.5,25.7,2.82
2011-01,22,43.92,9.5,,
2011-01,23,39.66,8.5,,
2011-01,24,37.09,5.5,31.26,3.58
2011-01,25,32.84,4.5,,
2011-01,26,28.76,6,,
2011-01,27,26.19,6.5,33.93,3.94
2011-01,28,23.57,7.5,,
2011-01,29,20.25,7.5,,
2011-01,29.5,17.56,8,,
2011-01,30,14.75,7,38.71,4.75
2011-01,31,10.61,6.5,,
2011-01,32,8.15,6.5,56.37,6.41
2011-01,33,6.81,7,,
2011-01,34,3.53,4,,
2011-01,35,1.66,4,,
2011-01,36,0,3,77.38,7.75
2011-01,649,132.94,6.5,19.49,1.96
2011-01,657,147.25,5.5,19.52,1.97
2011-02,2,127.71,5.5,,
2011-02,3,125.32,7,31.83,2.05
2011-02,4,119.9,8.5,,
2011-02,5,115.63,6.5,,
2011-02,6,110.9,6,33.67,2.15
2011-02,7,104.98,7.5,,
2011-02,8,99.77,8.5,,
2011-02,9,96.79,15,32.5,2.26
2011-02,10,93.6,10,,
2011-02,11,89.77,11.5,,
2011-02,12,84.45,5,,
2011-02,13,78.54,5,28.32,2.38
2011-02,14,74.43,8,,
2011-02,15,69.99,12.5,28.09,2.42
2011-02,16,63.08,7.5,,
2011-02,17,58.89,7,,
2011-02,18,54.95,22,21.965,2.115
2011-02,20,51.45,14,,
2011-02,21,46.63,9.5,25.705,2.755
2011-02,22,43.92,10,,
2011-02,23,39.66,8,,
2011-02,24,37.09,5.5,35.02,3.9
2011-02,25,32.84,4.5,,
2011-02,26,28.76,5.5,,
2011-02,27,26.19,6,37,4.26
2011-02,28,23.57,7,,
2011-02,29,20.25,8,,
2011-02,29.5,17.56,7.5,,
2011-02,30,14.75,6,43.05,4.99
2011-02,31,10.61,6,,
2011-02,32,8.15,5.5,43.11,5.11
2011-02,33,6.81,6,,
2011-02,34,3.53,4,,
2011-02,35,1.66,4,,
2011-02,36,0,3.5,71.71,6.77
2011-02,649,132.94,5.5,22.28,2.23
2011-02,657,147.25,5.5,,
2011-03,2,127.71,6,,
2011-03,3,125.32,5.5,21.32,1.45
2011-03,4,119.9,9,,
2011-03,5,115.63,7,,
2011-03,6,110.9,6.5,16.9,1.37
2011-03,7,104.98,7.5,,
2011-03,8,99.77,8.5,,
2011-03,9,96.79,12,21,1.5
2011-03,10,93.6,9.5,,
2011-03,11,89.77,11.5,,
2011-03,12,84.45,5.5,,
2011-03,13,78.54,5,22.25,2.12
2011-03,14,74.43,8.5,,
2011-03,15,69.99,12.5,19.82,1.62
2011-03,16,63.08,7,,
2011-03,17,58.89,7.5,,
2011-03,18,54.95,22.04651163,17.2,1.6875
2011-03,20,51.45,14,,
2011-03,21,46.63,9.314285714,19.815,2.145
2011-03,22,43.92,10.02631579,,
2011-03,23,39.66,8.033333333,,
2011-03,24,37.09,5.761904762,23.965,2.49
2011-03,25,32.84,4.4,,
2011-03,26,28.76,5.55,,
2011-03,27,26.19,6.541666667,25.73,2.855
2011-03,28,23.57,7.535714286,,
2011-03,29,20.25,7.75862069,,
2011-03,29.5,17.56,7.259259259,,
2011-03,30,14.75,6.260869565,29.095,3.285
2011-03,31,10.61,6.260869565,,
2011-03,32,8.15,5.5,44.67,4.43
2011-03,33,6.81,5.857142857,,
2011-03,34,3.53,3.454545455,47.62,4.52
2011-03,35,1.66,4,,
2011-03,36,0,3,74.33,6.39
2011-03,649,132.94,6.5,,
2011-03,657,147.25,5.5,,
2011-04,2,127.71,6,,
2011-04,3,125.32,6.5,7.56,1.16
2011-04,4,119.9,9.5,,
2011-04,5,115.63,6.5,,
2011-04,6,110.9,6,8.49,1.13
2011-04,7,104.98,7.5,,
2011-04,8,99.77,8.5,,
2011-04,9,96.79,16.5,10.53,1.33
2011-04,10,93.6,10.5,,
2011-04,11,89.77,11,,
2011-04,12,84.45,5.5,,
2011-04,13,78.54,5,12.95,1.52
2011-04,14,74.43,8,,
2011-04,15,69.99,12.5,15.58,1.64
2011-04,16,63.08,7,,
2011-04,17,58.89,7.5,,
2011-04,18,54.95,22.33333333,16.55875,1.465
2011-04,20,51.45,13.63809524,,
2011-04,21,46.63,9.257142857,15.86875,1.55125
2011-04,22,43.92,10.01315789,,
2011-04,23,39.66,7.793103448,,
2011-04,24,37.09,5.525,13.85,1.64
2011-04,25,32.84,4.266666667,,
2011-04,26,28.76,5.315789474,,
2011-04,27,26.19,6.022727273,10.835,1.8125
2011-04,28,23.57,7.296296296,,
2011-04,29,20.25,7.517857143,,
2011-04,29.5,17.56,7.436363636,,
2011-04,30,14.75,6.260869565,13.4175,2.4475
2011-04,31,10.61,6.404255319,,
2011-04,32,8.15,5.5,22.4325,3.235
2011-04,33,6.81,6.133333333,,
2011-04,34,3.53,3.142857143,44.545,4.565
2011-04,35,1.66,3.769230769,,
2011-04,36,0,3,42.885,4.54
2011-04,649,132.94,6.5,8.12,0.97
2011-04,657,147.25,5.5,7.68,1.23
2011-05,18,54.95,18,14.84,1.71
2011-05,20,51.45,13.25490196,,
2011-05,21,46.63,9.5,15.66,1.55
2011-05,22,43.92,10.25641026,,
2011-05,23,39.66,7.75862069,,
2011-05,24,37.09,5.5,10.095,1.35
2011-05,25,32.84,4.5,,
2011-05,26,28.76,5.5,,
2011-05,27,26.19,6.260869565,10.92,2.26
2011-05,28,23.57,7,,
2011-05,29,20.25,7.75862069,,
2011-05,29.5,17.56,7.259259259,,
2011-05,30,14.75,6.5,12.47,2.89
2011-05,31,10.61,6.541666667,,
2011-05,32,8.15,6,18.41,4.175
2011-05,33,6.81,6.5,,
2011-05,34,3.53,3.5,,
2011-05,35,1.66,4.5,,
2011-05,36,0,3,48.645,6.725
2011-06,2,127.71,6,,
